ID;USED_NOW;STATUS;PHASE;TEXT;PRIMARY_LOCATION;ALL_LOCATIONS
0260;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🆕 😤 V = LATURAIVO AVATTU!;src/scenes/UIScene.ts:167;src/scenes/UIScene.ts:167
0261;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🆕 💶 POWER-UPIT AVATTU!;src/scenes/UIScene.ts:173;src/scenes/UIScene.ts:173
0262;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;#top-hud-bar > div:last-child;src/scenes/UIScene.ts:544;src/scenes/UIScene.ts:544
0263;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;${...}px;src/scenes/UIScene.ts:559;src/main.ts:554 | src/main.ts:555 | src/scenes/GameCompleteUIScene.ts:153 | src/scenes/GameCompleteUIScene.ts:169 | src/scenes/UIScene.ts:559 | src/scenes/UIScene.ts:560 | src/scenes/UIScene.ts:567 | src/scenes/UIScene.ts:568 | src/scenes/UIScene.ts:572 | src/scenes/UIScene.ts:573 | src/scenes/UIScene.ts:577 | src/scenes/UIScene.ts:578 | src/scenes/UIScene.ts:588 | src/scenes/UIScene.ts:596 | src/scenes/UIScene.ts:607 | src/scenes/UIScene.ts:618 | src/scenes/UIScene.ts:657 | src/scenes/UIScene.ts:658
0264;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;top left;src/scenes/UIScene.ts:564;src/scenes/UIScene.ts:564
0265;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;bottom left;src/scenes/UIScene.ts:569;src/scenes/UIScene.ts:569
0266;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;bottom right;src/scenes/UIScene.ts:574;src/scenes/UIScene.ts:574
0267;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;top right;src/scenes/UIScene.ts:579;src/scenes/UIScene.ts:579
0268;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🤫 tästä ei puhuta;src/scenes/UIScene.ts:848;src/scenes/UIScene.ts:848
0269;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;#mobile-movement-controls, #mobile-attack-controls, #mobile-center-controls;src/scenes/UIScene.ts:906;src/scenes/UIScene.ts:906
0270;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;MYKISTETTY;src/scenes/UIScene.ts:1137;src/scenes/UIScene.ts:1137
0271;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;ÄÄNI;src/scenes/UIScene.ts:1141;src/scenes/UIScene.ts:1141
0272;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VAIHE 1;src/scenes/UIScene.ts:1350;src/scenes/UIScene.ts:1350
0273;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VAIHE 2 - VAARALLISEMPI!;src/scenes/UIScene.ts:1350;src/scenes/UIScene.ts:1350
0274;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VAIHE 3 - RAIVOISA!;src/scenes/UIScene.ts:1350;src/scenes/UIScene.ts:1350
0275;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VAIHE ${...};src/scenes/UIScene.ts:1351;src/scenes/UIScene.ts:1351
0276;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;RYNNÄKKÖ!;src/scenes/UIScene.ts:1369;src/scenes/UIScene.ts:1369
0277;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;COMBO!;src/scenes/UIScene.ts:1373;src/scenes/UIScene.ts:1373
0278;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;bossAttackWarningPulse 0.12s infinite;src/scenes/UIScene.ts:1391;src/scenes/UIScene.ts:1391
0279;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;bossAttackWarningPulse 0.15s infinite;src/scenes/UIScene.ts:1394;src/scenes/UIScene.ts:1394 | src/scenes/UIScene.ts:3349
0280;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;${...}xl;src/scenes/UIScene.ts:1450;src/scenes/UIScene.ts:1450
0281;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;1px 1px 0px #000;src/scenes/UIScene.ts:1545;src/scenes/UIScene.ts:1545 | src/scenes/UIScene.ts:1551
0282;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;powerupNotificationPopBig 1.2s ease-out forwards;src/scenes/UIScene.ts:1556;src/scenes/UIScene.ts:1556
0283;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;powerupSlideIn 0.3s ease-out forwards;src/scenes/UIScene.ts:1578;src/scenes/UIScene.ts:1578
0284;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;opacity 0.3s ease, transform 0.3s ease;src/scenes/UIScene.ts:1579;src/scenes/UIScene.ts:1579
0285;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;opacity 0.5s ease, transform 0.5s ease;src/scenes/UIScene.ts:1582;src/scenes/UIScene.ts:1582
0286;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;powerupPulse 0.3s infinite;src/scenes/UIScene.ts:1613;src/scenes/UIScene.ts:1613
0287;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;ESPOOLAISET POIS LADULTA!;src/scenes/UIScene.ts:1636;src/scenes/UIScene.ts:1636
0288;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LAHTELAISET POIS LADULTA!;src/scenes/UIScene.ts:1636;src/scenes/UIScene.ts:1636
0289;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;rageEdgeGlowPulse 0.3s infinite;src/scenes/UIScene.ts:1651;src/scenes/UIScene.ts:1651
0290;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;0 0 10px #ff0000;src/scenes/UIScene.ts:1667;src/scenes/UIScene.ts:1667
0291;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🏆 MEGA-ESPOOLAINEN;src/scenes/UIScene.ts:1700;src/scenes/UIScene.ts:1700
0292;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🏆 MEGA-LAHTELAINEN;src/scenes/UIScene.ts:1700;src/scenes/UIScene.ts:1700
0293;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚠️ BOSS TITLE;src/scenes/UIScene.ts:1701;src/scenes/UIScene.ts:1701
0294;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚠️ ESPOOLAINEN UHKA;src/scenes/UIScene.ts:1701;src/scenes/UIScene.ts:1701
0295;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚠️ LAHTELAINEN UHKA;src/scenes/UIScene.ts:1701;src/scenes/UIScene.ts:1701
0296;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;JETI;src/scenes/UIScene.ts:1702;src/LevelManager.ts:32 | src/LevelManager.ts:33 | src/scenes/UIScene.ts:1702
0297;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;BOSSI VOITETTU!;src/scenes/UIScene.ts:1730;src/scenes/UIScene.ts:1730
0298;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;PÄÄBOSSI VOITETTU!;src/scenes/UIScene.ts:1730;src/scenes/UIScene.ts:1730
0299;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VOLTTI TÄYDELLINEN!;src/scenes/UIScene.ts:1765;src/scenes/UIScene.ts:1765
0300;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;healthCriticalPulse 0.5s infinite;src/scenes/UIScene.ts:2536;src/scenes/UIScene.ts:2536 | src/scenes/UIScene.ts:3252
0301;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;criticalHealthGlowPulse 1.5s ease-in-out infinite;src/scenes/UIScene.ts:2561;src/scenes/UIScene.ts:2561
0302;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;${...}m;src/scenes/UIScene.ts:2719;src/scenes/UIScene.ts:2719 | src/scenes/UIScene.ts:2868
0303;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;VALMIS!;src/scenes/UIScene.ts:2768;src/scenes/UIScene.ts:2768
0304;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;ILMALENTO x${...};src/scenes/UIScene.ts:2818;src/scenes/UIScene.ts:2818
0305;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;${...} km/h;src/scenes/UIScene.ts:2921;src/scenes/UIScene.ts:2921
0306;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;${...}s ILMASSA;src/scenes/UIScene.ts:2947;src/scenes/UIScene.ts:2947
0307;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🔄 VOLTTI!;src/scenes/UIScene.ts:2985;src/scenes/UIScene.ts:2985
0308;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LUMIMYRSKY! DRAAMAA!;src/scenes/UIScene.ts:3016;src/scenes/UIScene.ts:3016
0309;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;RÄNTÄSADE!;src/scenes/UIScene.ts:3022;src/scenes/UIScene.ts:3022
0310;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LUMIPYRY! DRAAMAA!;src/scenes/UIScene.ts:3028;src/scenes/UIScene.ts:3028
0311;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LIUKASTA! PAIKALLISTA DRAAMAA!;src/scenes/UIScene.ts:3034;src/scenes/UIScene.ts:3034
0312;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;HÄIKÄISEE!;src/scenes/UIScene.ts:3040;src/scenes/UIScene.ts:3040
0313;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;PAKKANEN!;src/scenes/UIScene.ts:3046;src/scenes/UIScene.ts:3046
0314;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;HAPPOSADE!;src/scenes/UIScene.ts:3052;src/scenes/UIScene.ts:3052
0315;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚔️ TASO ${...} - PÄÄBOSSI: TIMO SOINI ⚔️;src/scenes/UIScene.ts:3096;src/scenes/UIScene.ts:3096
0316;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚔️ TASO ${...} - ${...} ⚔️;src/scenes/UIScene.ts:3101;src/scenes/UIScene.ts:3101
0317;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;⚔️ TASO ${...} - BOSSI ⚔️;src/scenes/UIScene.ts:3101;src/scenes/UIScene.ts:3101
0318;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;bossEnragedPulse 0.5s infinite;src/scenes/UIScene.ts:3108;src/scenes/UIScene.ts:3108
0319;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;0%;src/scenes/UIScene.ts:3135;src/scenes/UIScene.ts:3135 | src/scenes/UIScene.ts:3211
0320;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;TASO 3;src/scenes/UIScene.ts:3137;src/scenes/UIScene.ts:3137
0321;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🔒 TASO 3;src/scenes/UIScene.ts:3141;src/scenes/UIScene.ts:3141
0322;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;EI BOSSILLA;src/scenes/UIScene.ts:3150;src/scenes/UIScene.ts:3150
0323;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;100%;src/scenes/UIScene.ts:3159;src/scenes/UIScene.ts:3159 | src/scenes/UIScene.ts:3168 | src/scenes/UIScene.ts:3170 | src/scenes/UIScene.ts:3219 | src/scenes/UIScene.ts:3223 | src/scenes/UIScene.ts:3225
0324;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;RAIVOAA!;src/scenes/UIScene.ts:3162;src/scenes/UIScene.ts:3162
0325;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;RAIVO;src/scenes/UIScene.ts:3171;src/scenes/UIScene.ts:3171 | src/scenes/UIScene.ts:3195
0326;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;V: RAIVO;src/scenes/UIScene.ts:3176;src/scenes/UIScene.ts:3176 | src/scenes/UIScene.ts:3200
0327;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;SUPER COMBO!;src/scenes/UIScene.ts:3297;src/scenes/UIScene.ts:3297
0328;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;SUOJA PÄÄLLÄ!;src/scenes/UIScene.ts:3299;src/scenes/UIScene.ts:3299
0329;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;TURBO!;src/scenes/UIScene.ts:3301;src/scenes/UIScene.ts:3301
0330;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;healthCriticalPulse 0.3s infinite;src/scenes/UIScene.ts:3322;src/scenes/UIScene.ts:3322
0331;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;POWER-UPIT POIS!;src/scenes/UIScene.ts:3386;src/scenes/UIScene.ts:3386
0332;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;50%;src/scenes/UIScene.ts:3394;src/scenes/UIScene.ts:3394 | src/scenes/UIScene.ts:3404
0333;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TIEDÄTKÖ KUKA MUN MIES ON?!;src/entities/Boss.ts:14;src/entities/Boss.ts:14
0334;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ ON YKSITYINEN LATU!;src/entities/Boss.ts:15;src/entities/Boss.ts:15
0335;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN LAPSET ON STEINERKOULUSSA!;src/entities/Boss.ts:16;src/entities/Boss.ts:16
0336;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SOITAN HALLITUKSEN PUHEENJOHTAJALLE!;src/entities/Boss.ts:17;src/entities/Boss.ts:17
0337;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MEILLÄ ON KESÄMÖKKI NAANTALISSA!;src/entities/Boss.ts:18;src/entities/Boss.ts:18
0338;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN PERSONAL TRAINER EI HYVÄKSY TÄTÄ!;src/entities/Boss.ts:19;src/entities/Boss.ts:19
0339;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ MENEE FACEBOOKKIIN!;src/entities/Boss.ts:20;src/entities/Boss.ts:20
0340;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ESPOO ON PAREMPI KUIN HELSINKI!;src/entities/Boss.ts:21;src/entities/Boss.ts:21
0341;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MÄ TUNNEN KAUPUNGINJOHTAJAN!;src/entities/Boss.ts:22;src/entities/Boss.ts:22
0342;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN TESLA LATAA JUST NYT!;src/entities/Boss.ts:23;src/entities/Boss.ts:23
0343;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AJAX FOREVER!;src/entities/Boss.ts:27;src/entities/Boss.ts:27
0344;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;EI OLLU DOPINGIA!;src/entities/Boss.ts:28;src/entities/Boss.ts:28
0345;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HEMOFARM? MIKÄ HEMOFARM?;src/entities/Boss.ts:29;src/entities/Boss.ts:29
0346;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LAHTI ON URHEILUKAUPUNKI!;src/entities/Boss.ts:30;src/entities/Boss.ts:30
0347;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;OLIN VAAN FLUNSSASSA!;src/entities/Boss.ts:31;src/entities/Boss.ts:31
0348;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SYYTÄ LÄÄKÄRIÄ!;src/entities/Boss.ts:32;src/entities/Boss.ts:32
0349;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄÄ ON SALALIITTO!;src/entities/Boss.ts:33;src/entities/Boss.ts:33
0350;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PELASIN BARCELONASSA!;src/entities/Boss.ts:34;src/entities/Boss.ts:34
0351;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;JANSEN PAANSEN, AJAX!;src/entities/Boss.ts:35;src/entities/Boss.ts:35
0352;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SUOMEN PARAS JALKAPALLOILIJA!;src/entities/Boss.ts:36;src/entities/Boss.ts:36
0353;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN AUTOPILOT ON PAREMPI KUIN SÄ!;src/entities/Boss.ts:40;src/entities/Boss.ts:40
0354;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;OLETKO KOKEILLUT BITCOINIA?;src/entities/Boss.ts:41;src/entities/Boss.ts:41
0355;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN STARTUP SAI JUST RAHOTUKSEN!;src/entities/Boss.ts:42;src/entities/Boss.ts:42
0356;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MINULLA ON MODEL S PLAID!;src/entities/Boss.ts:43;src/entities/Boss.ts:43
0357;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LUKEN ELON MUSKIN TWITTERIÄ!;src/entities/Boss.ts:44;src/entities/Boss.ts:44
0358;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN SALKKU ON VIHREÄLLÄ!;src/entities/Boss.ts:45;src/entities/Boss.ts:45
0359;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KRYPTOT ON TULEVAISUUS!;src/entities/Boss.ts:46;src/entities/Boss.ts:46
0360;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ASUN WESTENDISSÄ, OBVIOUSLY!;src/entities/Boss.ts:47;src/entities/Boss.ts:47
0361;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN ÄLYKELLO MAKSOI 2000€!;src/entities/Boss.ts:48;src/entities/Boss.ts:48
0362;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KÄYN TÖISSÄ KEILAHDESSA!;src/entities/Boss.ts:49;src/entities/Boss.ts:49
0363;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN HANDICAP ON 5!;src/entities/Boss.ts:53;src/entities/Boss.ts:53
0364;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NÄHDÄÄN KLUBILLA!;src/entities/Boss.ts:54;src/entities/Boss.ts:54
0365;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN PURJEVENE ON SATAMASSA!;src/entities/Boss.ts:55;src/entities/Boss.ts:55
0366;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GOLFIN JÄLKEEN MENNÄÄN SAUNAAN!;src/entities/Boss.ts:56;src/entities/Boss.ts:56
0367;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TIEDÄTKÖ PALJON GREEN FEE MAKSAA?;src/entities/Boss.ts:57;src/entities/Boss.ts:57
0368;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN GOLF-MEMBERSHIP MAKSOI 50K!;src/entities/Boss.ts:58;src/entities/Boss.ts:58
0369;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KÄYN AINA ESPOO GOLF CLUBILLA!;src/entities/Boss.ts:59;src/entities/Boss.ts:59
0370;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN CADDIE ON LOMALLA!;src/entities/Boss.ts:60;src/entities/Boss.ts:60
0371;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄÄLLÄ HAISEE KÖYHÄLTÄ!;src/entities/Boss.ts:61;src/entities/Boss.ts:61
0372;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN ROLEX ON AITO!;src/entities/Boss.ts:62;src/entities/Boss.ts:62
0373;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NYT POISTUT LADULTA!;src/entities/Boss.ts:66;src/entities/Boss.ts:66
0374;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄÄ ON TURUN LATU, EI KÄVELYKATU!;src/entities/Boss.ts:67;src/entities/Boss.ts:67
0375;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AURAJOKI NÄKEE KAIKEN!;src/entities/Boss.ts:68;src/entities/Boss.ts:68
0376;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;FÖLI TULEE, VÄISTÄ!;src/entities/Boss.ts:69;src/entities/Boss.ts:69
0377;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;FUNIKULAARIKIN TOIMII PAREMMIN KUIN SÄ!;src/entities/Boss.ts:70;src/entities/Boss.ts:70
0378;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TURKU EI PERUUTA!;src/entities/Boss.ts:71;src/entities/Boss.ts:71
0379;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN HERMOT ON JO JÄÄSSÄ!;src/entities/Boss.ts:72;src/entities/Boss.ts:72
0380;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NÄYTÄN MITÄ TARKOITTAA LATURAIVO!;src/entities/Boss.ts:73;src/entities/Boss.ts:73
0381;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HESEN KAUTTA KOTIIN, JOS PÄÄSET!;src/entities/Boss.ts:74;src/entities/Boss.ts:74
0382;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄSTÄ EI KÄVELLÄ OHI!;src/entities/Boss.ts:75;src/entities/Boss.ts:75
0383;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;JANSEN PAANSEN!;src/entities/Boss.ts:79;src/entities/Boss.ts:79
0384;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MÄ OLEN KANSAN MIES!;src/entities/Boss.ts:80;src/entities/Boss.ts:80
0385;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MISSÄ ON MUN PANNUKAKKU?!;src/entities/Boss.ts:81;src/entities/Boss.ts:81
0386;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ ON MINUN HIIHTOLADUN!;src/entities/Boss.ts:82;src/entities/Boss.ts:82
0387;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN VILLA GRANDESSA ON SAUNA!;src/entities/Boss.ts:83;src/entities/Boss.ts:83
0388;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;POLITIIKKA ON TEATTERIA!;src/entities/Boss.ts:84;src/entities/Boss.ts:84
0389;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TULIN ESPOO GOLFISTA!;src/entities/Boss.ts:85;src/entities/Boss.ts:85
0390;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN LIHAPULLAT ON PARHAITA!;src/entities/Boss.ts:86;src/entities/Boss.ts:86
0391;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;EN ANNA PERIKSI KOSKAAN!;src/entities/Boss.ts:87;src/entities/Boss.ts:87
